12;26090;P
12;22060;S
14;21040;P
23;6020;P
24;19020;P
24;20050;S
25;6050;P
28;7070;P
29;21040;P
29;7070;S
31;6050;P
31;41010;S
33;16010;P
36;8040;P
42;7070;P
42;41010;S
42;41050;S
43;7070;P
44;41050;P
45;39040;P
46;6050;P
47;7030;P
48;7030;P
48;41050;S
61;37010;P
61;38030;S
62;21040;P
63;8040;P
63;18050;S
72;41030;P
72;6020;S
77;7030;P
82;16010;P
87;7030;P
97;7030;P
